toponimo	provincia	lon	lat
wisch	gemeinde (SH)	10.344122	54.411023
dobersdorf	gemeinde (SH)	10.281513	54.31849
lammershagen	gemeinde (SH)	10.443923	54.274509
martensrade	gemeinde (SH)	10.392528	54.279612
mucheln	gemeinde (SH)	10.442687	54.246421
schlesen	gemeinde (SH)	10.328605	54.321544
selent	gemeinde (SH)	10.425868	54.290473
fargau-pratjau	gemeinde (SH)	10.379022	54.318981
heikendorf	gemeinde (SH)	10.207126	54.371303
mönkeberg	gemeinde (SH)	10.187105	54.348118
schönkirchen	gemeinde (SH)	10.223696	54.336531
belau	gemeinde (SH)	10.259724	54.097544
großharrie	gemeinde (SH)	10.049861	54.119087
rendswühren	gemeinde (SH)	10.17974	54.074276
ruhwinkel	gemeinde (SH)	10.221823	54.094216
schillsdorf	gemeinde (SH)	10.123873	54.116231
stolpe	gemeinde (SH)	10.222608	54.128911
tasdorf	gemeinde (SH)	10.031477	54.09572
wankendorf	gemeinde (SH)	10.208038	54.112811
altenholz	gemeinde (SH)	10.120656	54.402998
büdelsdorf	stadt (SH)	9.677817	54.315687
eckernförde	stadt (SH)	9.837037	54.472791
kronshagen	gemeinde (SH)	10.078987	54.332063
rendsburg	stadt (SH)	9.663206	54.306495
wasbek	gemeinde (SH)	9.895541	54.07142
achterwehr	gemeinde (SH)	9.96576	54.313379
bredenbek	gemeinde (SH)	9.871054	54.324946
felde	gemeinde (SH)	9.935699	54.301994
krummwisch	gemeinde (SH)	9.897593	54.335159
melsdorf	gemeinde (SH)	10.029817	54.317289
ottendorf	gemeinde (SH)	10.044532	54.340275
quarnbek	gemeinde (SH)	9.983912	54.330012
westensee	gemeinde (SH)	9.897116	54.274997
dänischenhagen	gemeinde (SH)	10.129567	54.426044
noer	gemeinde (SH)	10.005045	54.461334
schwedeneck	gemeinde (SH)	10.072961	54.471569
strande	gemeinde (SH)	10.170979	54.440909
felm	gemeinde (SH)	10.061496	54.409603
gettorf	gemeinde (SH)	9.973495	54.407632
lindau	gemeinde (SH)	9.904545	54.385276
neudorf-bornstein	gemeinde (SH)	9.942553	54.435719
neuwittenbek	gemeinde (SH)	10.028294	54.367896
osdorf	gemeinde (SH)	10.015654	54.427956
schinkel	gemeinde (SH)	9.954902	54.355838
tüttendorf	gemeinde (SH)	9.993457	54.392146
alt duvenstedt	gemeinde (SH)	9.645213	54.359629
fockbek	gemeinde (SH)	9.601589	54.30413
nübbel	gemeinde (SH)	9.622061	54.271939
rickert	gemeinde (SH)	9.665546	54.331224
bargstall	gemeinde (SH)	9.46575	54.260388
breiholz	gemeinde (SH)	9.521979	54.206128
christiansholm	gemeinde (SH)	9.405402	54.320498
elsdorf-westermühlen	gemeinde (SH)	9.528745	54.258716
friedrichsgraben	gemeinde (SH)	9.419087	54.272305
friedrichsholm	gemeinde (SH)	9.427267	54.303024
hamdorf	gemeinde (SH)	9.518657	54.225554
hohn	gemeinde (SH)	9.503416	54.298721
königshügel	gemeinde (SH)	9.474274	54.33488
lohe-föhrden	gemeinde (SH)	9.54437	54.334238
prinzenmoor	gemeinde (SH)	9.454146	54.217427
sophienhamm	gemeinde (SH)	9.461024	54.270234
brinjahe	gemeinde (SH)	9.632102	54.168528
embühren	gemeinde (SH)	9.591436	54.170602
haale	gemeinde (SH)	9.548925	54.174256
hamweddel	gemeinde (SH)	9.618873	54.190502
hörsten	gemeinde (SH)	9.578749	54.226932
jevenstedt	gemeinde (SH)	9.668849	54.234604
luhnstedt	gemeinde (SH)	9.698753	54.167176
schülp b.rendsburg	gemeinde (SH)	9.629244	54.259318
stafstedt	gemeinde (SH)	9.66287	54.170705
westerrönfeld	gemeinde (SH)	9.646005	54.280365
bargstedt	gemeinde (SH)	9.769024	54.162433
bokel	gemeinde (SH)	9.794093	54.215588
borgdorf-seedorf	gemeinde (SH)	9.878799	54.178086
brammer	gemeinde (SH)	9.765228	54.200192
dätgen	gemeinde (SH)	9.934284	54.181105
eisendorf	gemeinde (SH)	9.869129	54.193403000000004
ellerdorf	gemeinde (SH)	9.838495	54.194754
emkendorf	gemeinde (SH)	9.853171	54.26233
gnutz	gemeinde (SH)	9.823515	54.13533
groß vollstedt	gemeinde (SH)	9.867712	54.234713
krogaspe	gemeinde (SH)	9.929382	54.131573
langwedel	gemeinde (SH)	9.931599	54.211725
nortorf	stadt (SH)	9.855638	54.168012
oldenhütten	gemeinde (SH)	9.740452	54.158096
schülp b.nortorf	gemeinde (SH)	9.885618	54.163643
timmaspe	gemeinde (SH)	9.890944	54.140849
warder	gemeinde (SH)	9.886518	54.213277
bovenau	gemeinde (SH)	9.829983	54.330579
haßmoor	gemeinde (SH)	9.819595	54.291922
ostenfeld (rendsburg)	gemeinde (SH)	9.785113	54.31452
osterrönfeld	gemeinde (SH)	9.697439	54.292151
rade b.rendsburg	gemeinde (SH)	9.745224	54.331428
schacht-audorf	gemeinde (SH)	9.717681	54.313445
schülldorf	gemeinde (SH)	9.729268	54.300204
bissee	gemeinde (SH)	10.110473	54.190703
bordesholm	gemeinde (SH)	10.026065	54.175613
brügge	gemeinde (SH)	10.071067	54.174356
grevenkrug	gemeinde (SH)	10.01044	54.212982
groß buchwald	gemeinde (SH)	10.085963	54.162947
hoffeld	gemeinde (SH)	9.986036	54.187049
loop	gemeinde (SH)	9.949175	54.147998
mühbrook	gemeinde (SH)	10.010108	54.157143
negenharrie	gemeinde (SH)	10.075273	54.143594
reesdorf	gemeinde (SH)	10.06034	54.190474
schmalstede	gemeinde (SH)	10.030205	54.19323
schönbek	gemeinde (SH)	9.975522	54.162731
sören	gemeinde (SH)	9.998885	54.202744
wattenbek	gemeinde (SH)	10.05469	54.171228
ascheffel	gemeinde (SH)	9.69823	54.430871
borgstedt	gemeinde (SH)	9.710012	54.33299
brekendorf	gemeinde (SH)	9.630366	54.420681
bünsdorf	gemeinde (SH)	9.742555	54.369536
damendorf	gemeinde (SH)	9.735166	54.423496
groß wittensee	gemeinde (SH)	9.769945	54.404606
haby	gemeinde (SH)	9.822077	54.395389
holtsee	gemeinde (SH)	9.854739	54.39873
holzbunge	gemeinde (SH)	9.705374	54.377747
hütten	gemeinde (SH)	9.718725	54.437083
klein wittensee	gemeinde (SH)	9.733109	54.390399
neu duvenstedt	gemeinde (SH)	9.697639	54.355476
osterby	gemeinde (SH)	9.753799	54.453261
owschlag	gemeinde (SH)	9.598839	54.391387
sehestedt	gemeinde (SH)	9.818375	54.366001
ahlefeld-bistensee	gemeinde (SH)	9.698907	54.398725
altenhof	gemeinde (SH)	9.875234	54.434745
barkelsby	gemeinde (SH)	9.839569	54.501518
brodersby	gemeinde (SH)	9.979854	54.634629
damp	gemeinde (SH)	9.984161	54.578215
dörphof	gemeinde (SH)	9.981577	54.606279
fleckeby	gemeinde (SH)	9.696337	54.48232
gammelby	gemeinde (SH)	9.793238	54.500342
güby	gemeinde (SH)	9.66656	54.48596
holzdorf	gemeinde (SH)	9.896959	54.554372
hummelfeld	gemeinde (SH)	9.718396	54.461884
karby	gemeinde (SH)	9.974822	54.623058
kosel	gemeinde (SH)	9.754483	54.505335
loose	gemeinde (SH)	9.889039	54.519604
goosefeld	gemeinde (SH)	9.815036	54.429737
rieseby	gemeinde (SH)	9.812995	54.541709
thumby	gemeinde (SH)	9.910273	54.585574
waabs	gemeinde (SH)	9.985937	54.532629
windeby	gemeinde (SH)	9.763299	54.477817
winnemark	gemeinde (SH)	9.922134	54.615886
arpsdorf	gemeinde (SH)	9.858885	54.039492
aukrug	gemeinde (SH)	9.786793	54.083601
beldorf	gemeinde (SH)	9.352138	54.133279
bendorf	gemeinde (SH)	9.382283	54.087214
beringstedt	gemeinde (SH)	9.534981	54.110562
bornholt	gemeinde (SH)	9.335437	54.101535
ehndorf	gemeinde (SH)	9.893993	54.05327
gokels	gemeinde (SH)	9.468744	54.112001
grauel	gemeinde (SH)	9.674147	54.070198
hanerau-hademarschen	gemeinde (SH)	9.412577	54.127369
heinkenborstel	gemeinde (SH)	9.75104	54.130804
hohenwestedt	gemeinde (SH)	9.653278	54.09019
jahrsdorf	gemeinde (SH)	9.631937	54.065682
lütjenwestedt	gemeinde (SH)	9.490806	54.140616
meezen	gemeinde (SH)	9.709777	54.05163
mörel	gemeinde (SH)	9.728528	54.113809
nienborstel	gemeinde (SH)	9.613481	54.136911
nindorf	gemeinde (SH)	9.699683	54.131914
oldenbüttel	gemeinde (SH)	9.452474	54.168952
osterstedt	gemeinde (SH)	9.574606	54.111751
padenstedt	gemeinde (SH)	9.917284	54.048944
rade b.hohenwestedt	gemeinde (SH)	9.721127	54.101226
remmels	gemeinde (SH)	9.652041	54.116584
seefeld	gemeinde (SH)	9.492849	54.101581
steenfeld	gemeinde (SH)	9.379822	54.142655
tackesdorf	gemeinde (SH)	9.486794	54.173288
tappendorf	gemeinde (SH)	9.693517	54.104212
thaden	gemeinde (SH)	9.422414	54.103294
todenbüttel	gemeinde (SH)	9.555715	54.129824
wapelfeld	gemeinde (SH)	9.604521	54.082907
blumenthal	gemeinde (SH)	10.003257	54.226064
böhnhusen	gemeinde (SH)	10.068211	54.221123
flintbek	gemeinde (SH)	10.063731	54.23975
mielkendorf	gemeinde (SH)	10.040779	54.284565
molfsee	gemeinde (SH)	10.064933	54.263397
rodenbek	gemeinde (SH)	10.01972	54.276657
rumohr	gemeinde (SH)	10.024676	54.255177
schierensee	gemeinde (SH)	9.983332	54.256838
schönhorst	gemeinde (SH)	10.104166	54.225471
techelsdorf	gemeinde (SH)	10.047182	54.214207
kappeln	stadt (SH)	9.931158	54.659144
schleswig	stadt (SH)	9.566657	54.514941
glücksburg (ostsee)	stadt (SH)	9.550997	54.836858
harrislee	gemeinde (SH)	9.383175	54.804241
handewitt	gemeinde (SH)	9.324639	54.765104
eggebek	gemeinde (SH)	9.372178	54.619737
janneby	gemeinde (SH)	9.300482	54.625583
jerrishoe	gemeinde (SH)	9.3718	54.657224
jörl	gemeinde (SH)	9.271832	54.612615
langstedt	gemeinde (SH)	9.385397	54.616941
sollerup	gemeinde (SH)	9.320146	54.572957
süderhackstedt	gemeinde (SH)	9.289498	54.592309
wanderup	gemeinde (SH)	9.331111	54.688266
borgwedel	gemeinde (SH)	9.666821	54.500272
busdorf	gemeinde (SH)	9.553156	54.493339
dannewerk	gemeinde (SH)	9.512145	54.48745
fahrdorf	gemeinde (SH)	9.599017	54.504653
geltorf	gemeinde (SH)	9.612616	54.46324
jagel	gemeinde (SH)	9.537499	54.457148
lottorf	gemeinde (SH)	9.57292	54.45024
selk	gemeinde (SH)	9.566786	54.472501
ausacker	gemeinde (SH)	9.574858	54.73908
großsolt	gemeinde (SH)	9.513444	54.699352
hürup	gemeinde (SH)	9.529426	54.748128
husby	gemeinde (SH)	9.5774	54.76516
freienwill	gemeinde (SH)	9.492436	54.728589
arnis	stadt (SH)	9.932332	54.630563
grödersby	gemeinde (SH)	9.91842	54.637617
oersberg	gemeinde (SH)	9.842046	54.674619
rabenkirchen-faulück	gemeinde (SH)	9.87348	54.635833
dollerup	gemeinde (SH)	9.680327	54.778917
grundhof	gemeinde (SH)	9.654546	54.773325
langballig	gemeinde (SH)	9.637034	54.799385
munkbrarup	gemeinde (SH)	9.561132	54.8032
ringsberg	gemeinde (SH)	9.598332	54.807139
wees	gemeinde (SH)	9.52256	54.807217
westerholz	gemeinde (SH)	9.668774	54.817328
sieverstedt	gemeinde (SH)	9.474638	54.642784
tarp	gemeinde (SH)	9.403428	54.664107
oeversee	gemeinde (SH)	9.433082	54.702848
schnarup-thumby	gemeinde (SH)	9.642282	54.646805
sörup	gemeinde (SH)	9.668561	54.717901
mittelangeln	gemeinde (SH)	9.60375	54.692455
böxlund	gemeinde (SH)	9.180687	54.840228
großenwiehe	gemeinde (SH)	9.248649	54.705564
hörup	gemeinde (SH)	9.104012	54.740497
holt	gemeinde (SH)	9.147393	54.810456
jardelund	gemeinde (SH)	9.201196	54.82508
medelby	gemeinde (SH)	9.173221	54.812464
meyn	gemeinde (SH)	9.22191	54.758389
nordhackstedt	gemeinde (SH)	9.166985	54.7334
osterby	gemeinde (SH)	9.21072	54.797445
schafflund	gemeinde (SH)	9.184822	54.759312
wallsbüll	gemeinde (SH)	9.23803	54.774478
weesby	gemeinde (SH)	9.152975	54.829731
lindewitt	gemeinde (SH)	9.196859	54.697924
böel	gemeinde (SH)	9.72216	54.647752
loit	gemeinde (SH)	9.699559	54.611322
mohrkirch	gemeinde (SH)	9.716959	54.675972
norderbrarup	gemeinde (SH)	9.768542	54.655735
nottfeld	gemeinde (SH)	9.768634	54.618666
rügge	gemeinde (SH)	9.761241	54.689422
saustrup	gemeinde (SH)	9.772102	54.671983
scheggerott	gemeinde (SH)	9.821155	54.667579
steinfeld	gemeinde (SH)	9.743805	54.598384
süderbrarup	gemeinde (SH)	9.77543	54.635615
ulsnis	gemeinde (SH)	9.747452	54.56921
wagersrott	gemeinde (SH)	9.794128	54.665542
boren	gemeinde (SH)	9.820225	54.614506
böklund	gemeinde (SH)	9.583662	54.603487
havetoft	gemeinde (SH)	9.516189	54.649422
idstedt	gemeinde (SH)	9.511916	54.582071
klappholz	gemeinde (SH)	9.539317	54.621371
neuberend	gemeinde (SH)	9.52511	54.555352
schaalby	gemeinde (SH)	9.63988	54.549079
stolk	gemeinde (SH)	9.541865	54.598455
struxdorf	gemeinde (SH)	9.63854	54.632416
süderfahrenstedt	gemeinde (SH)	9.584252	54.585386
taarstedt	gemeinde (SH)	9.688728	54.567229
tolk	gemeinde (SH)	9.639368	54.578772
uelsby	gemeinde (SH)	9.596649	54.63128
twedt	gemeinde (SH)	9.676062	54.597883
nübel	gemeinde (SH)	9.583971	54.563867
brodersby-goltoft	gemeinde (SH)	9.714558	54.538183
ahneby	gemeinde (SH)	9.730965	54.701421
esgrus	gemeinde (SH)	9.782169	54.723422
gelting	gemeinde (SH)	9.89717	54.746312
hasselberg	gemeinde (SH)	9.977353	54.715122
kronsgaard	gemeinde (SH)	9.965003	54.732024
maasholm	gemeinde (SH)	9.990992	54.684233
nieby	gemeinde (SH)	9.936705	54.771513
niesgrau	gemeinde (SH)	9.812919	54.744112
pommerby	gemeinde (SH)	9.937539	54.756629
rabel	gemeinde (SH)	9.950086	54.690345
rabenholz	gemeinde (SH)	9.902241	54.722168
stangheck	gemeinde (SH)	9.860043	54.712704
steinberg	gemeinde (SH)	9.782276	54.756137
sterup	gemeinde (SH)	9.738892	54.727837
stoltebüll	gemeinde (SH)	9.878988	54.700688
steinbergkirche	gemeinde (SH)	9.759969	54.7544
bollingstedt	gemeinde (SH)	9.412302	54.592885
ellingstedt	gemeinde (SH)	9.409623	54.477733
hollingstedt	gemeinde (SH)	9.336606	54.455932
hüsby	gemeinde (SH)	9.484548	54.496335
jübek	gemeinde (SH)	9.394391	54.55668
lürschau	gemeinde (SH)	9.496358	54.538632
schuby	gemeinde (SH)	9.480215	54.51517
silberstedt	gemeinde (SH)	9.370766	54.518594
treia	gemeinde (SH)	9.313787	54.514332
alt bennebek	gemeinde (SH)	9.43094	54.377593
bergenhusen	gemeinde (SH)	9.316107	54.376351
börm	gemeinde (SH)	9.378249	54.4033
dörpstedt	gemeinde (SH)	9.362474	54.434054
erfde	gemeinde (SH)	9.317127	54.308546
groß rheide	gemeinde (SH)	9.438091	54.441211
klein bennebek	gemeinde (SH)	9.456571	54.402006
klein rheide	gemeinde (SH)	9.476383	54.449512
kropp	gemeinde (SH)	9.508668	54.411199
meggerdorf	gemeinde (SH)	9.398122	54.349214
tetenhusen	gemeinde (SH)	9.494238	54.349121
tielen	gemeinde (SH)	9.334919	54.285643
wohlde	gemeinde (SH)	9.294745	54.404782
stapel	gemeinde (SH)	9.218997	54.349368
bad bramstedt	stadt (SH)	9.882266	53.918819
bad segeberg	stadt (SH)	10.304193	53.937059
ellerau	gemeinde (SH)	9.917553	53.752683
henstedt-ulzburg	gemeinde (SH)	9.980847	53.790485
kaltenkirchen	stadt (SH)	9.959311	53.838257
norderstedt	stadt (SH)	9.996943	53.706115
wahlstedt	stadt (SH)	10.214464	53.952343
armstedt	gemeinde (SH)	9.847056	53.971225
bimöhlen	gemeinde (SH)	9.953588	53.935914
borstel	gemeinde (SH)	9.79743	53.969545
föhrden-barl	gemeinde (SH)	9.787122	53.927492
fuhlendorf	gemeinde (SH)	9.885482	53.943215
großenaspe	gemeinde (SH)	9.966933	53.975971
hagen	gemeinde (SH)	9.826977	53.946622
hardebek	gemeinde (SH)	9.868731	53.988376
hasenkrug	gemeinde (SH)	9.849584	53.985027
heidmoor	gemeinde (SH)	9.819023	53.864473
hitzhusen	gemeinde (SH)	9.851845	53.923021
mönkloh	gemeinde (SH)	9.787844	53.888087
weddelbrook	gemeinde (SH)	9.830237	53.904106
wiemersdorf	gemeinde (SH)	9.90454	53.95794
bornhöved	gemeinde (SH)	10.225454	54.068565
damsdorf	gemeinde (SH)	10.314111	54.064498
gönnebek	gemeinde (SH)	10.177905	54.049007
schmalensee	gemeinde (SH)	10.270751	54.082608
stocksee	gemeinde (SH)	10.343274	54.089631
tarbek	gemeinde (SH)	10.268198	54.056293
tensfeld	gemeinde (SH)	10.320723	54.042171
trappenkamp	gemeinde (SH)	10.22097	54.041764
itzstedt	gemeinde (SH)	10.156532	53.806384
kayhude	gemeinde (SH)	10.134312	53.757591
nahe	gemeinde (SH)	10.134557	53.795307
oering	gemeinde (SH)	10.14788	53.825234
seth	gemeinde (SH)	10.175126	53.850208
sülfeld	gemeinde (SH)	10.231794	53.799571
alveslohe	gemeinde (SH)	9.913813	53.786906
hartenholm	gemeinde (SH)	10.06027	53.899992
hasenmoor	gemeinde (SH)	9.981344	53.899913
lentföhrden	gemeinde (SH)	9.888251	53.873197
nützen	gemeinde (SH)	9.91977	53.864679
schmalfeld	gemeinde (SH)	9.983686	53.876899
hüttblek	gemeinde (SH)	10.071819	53.83945
kattendorf	gemeinde (SH)	10.023721	53.843003
kisdorf	gemeinde (SH)	10.009876	53.81114
oersdorf	gemeinde (SH)	9.994875	53.840293
sievershütten	gemeinde (SH)	10.106221	53.841324
struvenhütten	gemeinde (SH)	10.054474	53.865944
stuvenborn	gemeinde (SH)	10.124679	53.851484
wakendorf ii	gemeinde (SH)	10.081705	53.782814
winsen	gemeinde (SH)	10.015364	53.830915
bark	gemeinde (SH)	10.18504	53.910575
bebensee	gemeinde (SH)	10.298549	53.875193
fredesdorf	gemeinde (SH)	10.203647	53.875098
groß niendorf	gemeinde (SH)	10.245204	53.845975
högersdorf	gemeinde (SH)	10.284353	53.920748
kükels	gemeinde (SH)	10.238915	53.894887
leezen	gemeinde (SH)	10.251572	53.865447
mözen	gemeinde (SH)	10.258366	53.91095
neversdorf	gemeinde (SH)	10.285862	53.86477
schwissel	gemeinde (SH)	10.293461	53.895421
todesfelde	gemeinde (SH)	10.176082	53.891939
wittenborn	gemeinde (SH)	10.223554	53.926269
boostedt	gemeinde (SH)	10.025785	54.010323
daldorf	gemeinde (SH)	10.248643	54.017015
groß kummerfeld	gemeinde (SH)	10.073794	54.051077
heidmühlen	gemeinde (SH)	10.083729	53.972482
latendorf	gemeinde (SH)	10.0639	53.995195
rickling	gemeinde (SH)	10.16486	54.006058
bahrenhof	gemeinde (SH)	10.379518	53.878604
blunk	gemeinde (SH)	10.315789	54.007567
bühnsdorf	gemeinde (SH)	10.374463	53.886944
dreggers	gemeinde (SH)	10.345729	53.885277
fahrenkrug	gemeinde (SH)	10.257059	53.941286
geschendorf	gemeinde (SH)	10.441563	53.921999
glasau	gemeinde (SH)	10.516777	54.056669
groß rönnau	gemeinde (SH)	10.311886	53.972406
klein gladebrügge	gemeinde (SH)	10.317432	53.914441
klein rönnau	gemeinde (SH)	10.320689	53.961927
krems ii	gemeinde (SH)	10.355628	53.986501
negernbötel	gemeinde (SH)	10.248764	53.982902
nehms	gemeinde (SH)	10.352354	54.021025
neuengörs	gemeinde (SH)	10.384085	53.899116
pronstorf	gemeinde (SH)	10.47122	53.957692
rohlstorf	gemeinde (SH)	10.408268	53.971759
schackendorf	gemeinde (SH)	10.270569	53.957561
schieren	gemeinde (SH)	10.390998	53.944727
seedorf	gemeinde (SH)	10.408941	54.049901
stipsdorf	gemeinde (SH)	10.33446	53.941826
strukdorf	gemeinde (SH)	10.486	53.919829
travenhorst	gemeinde (SH)	10.452703	54.019011
traventhal	gemeinde (SH)	10.317731	53.895331
wakendorf i	gemeinde (SH)	10.357027	53.864458
weede	gemeinde (SH)	10.372489	53.922028
wensin	gemeinde (SH)	10.412545	53.980996
westerrade	gemeinde (SH)	10.45969	53.935884
buchholz (forstgutsbez.)	gemeindefreies gebiet (SH)	10.11412	53.936447
glückstadt	stadt (SH)	9.423724	53.787808
itzehoe	stadt (SH)	9.512178	53.926549
wilster	stadt (SH)	9.374577	53.922543
auufer	gemeinde (SH)	9.685543	53.924664
breitenberg	gemeinde (SH)	9.634796	53.924364
breitenburg	gemeinde (SH)	9.572387	53.904698
kollmoor	gemeinde (SH)	9.599128	53.920974
kronsmoor	gemeinde (SH)	9.60155	53.908361
lägerdorf	gemeinde (SH)	9.570479	53.888648
moordiek	gemeinde (SH)	9.651163	53.913084
münsterdorf	gemeinde (SH)	9.540644	53.903684
oelixdorf	gemeinde (SH)	9.564806	53.926812
westermoor	gemeinde (SH)	9.626905	53.914039
wittenbergen	gemeinde (SH)	9.680696	53.933763
altenmoor	gemeinde (SH)	9.57688	53.764193
blomesche wildnis	gemeinde (SH)	9.45082	53.80577
borsfleth	gemeinde (SH)	9.430284	53.825372
engelbrechtsche wildnis	gemeinde (SH)	9.44734	53.785831
herzhorn	gemeinde (SH)	9.483017	53.786143
hohenfelde	gemeinde (SH)	9.624106	53.844594
horst (holstein)	gemeinde (SH)	9.618468	53.81099
kiebitzreihe	gemeinde (SH)	9.614131	53.782407
krempdorf	gemeinde (SH)	9.461193	53.826512
neuendorf b.elmshorn	gemeinde (SH)	9.562834	53.737583
sommerland	gemeinde (SH)	9.538265	53.803001
kollmar	gemeinde (SH)	9.494978	53.732667
bekdorf	gemeinde (SH)	9.423362	53.938255
bekmünde	gemeinde (SH)	9.446057	53.925343
drage	gemeinde (SH)	9.51882	54.004376
heiligenstedten	gemeinde (SH)	9.467898	53.930303
heiligenstedtenerkamp	gemeinde (SH)	9.466889	53.898674
hodorf	gemeinde (SH)	9.428529	53.904109
hohenaspe	gemeinde (SH)	9.527581	53.989067
huje	gemeinde (SH)	9.435612	53.976997
kaaks	gemeinde (SH)	9.469405	53.990091
kleve	gemeinde (SH)	9.404044	53.965863
krummendiek	gemeinde (SH)	9.416376	53.944241
lohbarbek	gemeinde (SH)	9.636016	53.945682
mehlbek	gemeinde (SH)	9.434367	54.004849
moorhusen	gemeinde (SH)	9.388353	53.96046
oldendorf	gemeinde (SH)	9.456166	53.954336
ottenbüttel	gemeinde (SH)	9.506342	53.972124
peissen	gemeinde (SH)	9.608692	54.024416
schlotfeld	gemeinde (SH)	9.583146	53.95926
silzen	gemeinde (SH)	9.635016	54.029281
winseldorf	gemeinde (SH)	9.604867	53.943527
bahrenfleth	gemeinde (SH)	9.42837	53.864318
dägeling	gemeinde (SH)	9.531387	53.878818
elskop	gemeinde (SH)	9.493561	53.812422
grevenkop	gemeinde (SH)	9.532891	53.842102
krempe	stadt (SH)	9.489814	53.836588
kremperheide	gemeinde (SH)	9.478853	53.881515
krempermoor	gemeinde (SH)	9.480149	53.877501
neuenbrook	gemeinde (SH)	9.532922	53.861734
rethwisch	gemeinde (SH)	9.591715	53.866516
süderau	gemeinde (SH)	9.512541	53.821612
aasbüttel	gemeinde (SH)	9.441789	54.067271
agethorst	gemeinde (SH)	9.436454	54.01935
besdorf	gemeinde (SH)	9.360112	54.050223
bokelrehm	gemeinde (SH)	9.385822	54.037619
bokhorst	gemeinde (SH)	9.400735	54.057305
christinenthal	gemeinde (SH)	9.532356	54.050319
gribbohm	gemeinde (SH)	9.347706	54.027149
hadenfeld	gemeinde (SH)	9.456001	54.033384
holstenniendorf	gemeinde (SH)	9.348113	54.041651
kaisborstel	gemeinde (SH)	9.470192	54.017568
looft	gemeinde (SH)	9.523319	54.0287
nienbüttel	gemeinde (SH)	9.415315	54.03053
nutteln	gemeinde (SH)	9.388823	53.990288
oldenborstel	gemeinde (SH)	9.513298	54.062709
pöschendorf	gemeinde (SH)	9.490449	54.038795
puls	gemeinde (SH)	9.515658	54.083808
reher	gemeinde (SH)	9.573588	54.065856
schenefeld	gemeinde (SH)	9.481184	54.046014
vaale	gemeinde (SH)	9.379645	53.999755
vaalermoor	gemeinde (SH)	9.331482	53.978742
wacken	gemeinde (SH)	9.379255	54.020134
warringholz	gemeinde (SH)	9.462802	54.078701
aebtissinwisch	gemeinde (SH)	9.289846	53.970611
beidenfleth	gemeinde (SH)	9.40975	53.87951
brokdorf	gemeinde (SH)	9.329129	53.862201
büttel	gemeinde (SH)	9.229071	53.899717
dammfleth	gemeinde (SH)	9.372778	53.908818
ecklak	gemeinde (SH)	9.262447	53.953148
kudensee	gemeinde (SH)	9.212866	53.930105
landrecht	gemeinde (SH)	9.39178	53.924719
landscheide	gemeinde (SH)	9.251644	53.922001
nortorf	gemeinde (SH)	9.290542	53.926535
sankt margarethen	gemeinde (SH)	9.256234	53.889309
stördorf	gemeinde (SH)	9.427765	53.917182
wewelsfleth	gemeinde (SH)	9.399714	53.842946
neuendorf-sachsenbande	gemeinde (SH)	9.327107	53.961336
brokstedt	gemeinde (SH)	9.821297	53.990426
